ID	Target	Tweet	label	categorical	polarity	subjectivity
20037	Hate	me saqué un 9 en el final de biología para vos hija de puta q no me quisiste promocionar por unas centésimas EN TU CARA Y EN TU CANCHA	0	CATEGORICAL	0	0
20038	Hate	Puteria y perico también somos almas gemelas excepto que tu eres puta desde él vientre.	1	CATEGORICAL	0	0
20040	Hate	eres una verdadera cagada, puto, mierda entre la mierda, por eso a los putos argentos, sudakas miserables, se le aborrece, por escorias como mico sorete mal parido	1	CATEGORICAL	0	0
20041	Hate	I added a video to a playlist El Güero Bastidas - Enigma Norteño (2011)	0	CATEGORICAL	0	0
20042	Hate	asi le digo a tu mami callate perra	1	CATEGORICAL	0	0
20043	Hate	Cállate y ven ya joder hostia puta	0	CATEGORICAL	0	0
20044	Hate	Dos amigos hablando: -Raúl, q me das por mi mujer? -Nada -Trato hecho.	1	CATEGORICAL	0	0
20045	Hate	Callate perra, re despierta estoy	1	CATEGORICAL	0	0
20048	Hate	que te digan güero aunque seas mas negro que la noche	0	CATEGORICAL	0	0
20049	Hate	Ah vaina, ¿ahora no puedo criticar porque soy inmigrante? Dios mío ¿por que hay gente así? 😒😒	0	CATEGORICAL	0	0
20050	Hate	Immigration ? Invasion ? Entrada masiva de INMIGRANTES subsaharianos a CEUTA | España via information passée sous silence par les médias belges	0	CATEGORICAL	0	0
20051	Hate	De esto que estás escribiendo y te preguntas lo callada que está la perra. Miras hacia atrás y te encuentras esto.	0	CATEGORICAL	0	0
20052	Hate	En ese listado deben estar de segundo los árabes y chinos que nos tienen jodidos. Vienen de sus países con una mano delante y una atrás y consiguen préstamos gigantescos para sus negocios y para maltratar al venezolano. Acá en margarita se ve mucho esa vaina	1	CATEGORICAL	0	0
20053	Hate	Querida tú eres una puta sin llenadero.. que dicen tus hijos de tu nuevo amor? Sigues siendo su ejemplo 🤣🤣🤣	1	CATEGORICAL	0	0
20054	Hate	Guyana recibirá $30 mil de Unicef para atender a refugiados venezolanos -	0	CATEGORICAL	0	0
20055	Hate	Cómo cuando estás bien prietita y te dicen güera jajaja	0	CATEGORICAL	0	0
20056	Hate	tu eres la perra mas perra de las perras	1	CATEGORICAL	0	0
20057	Hate	Inmigrantes intentan fugarse de Ceuta escondidos en un ferry vía	0	CATEGORICAL	0	0
20058	Hate	Maldito hijo de perra... no sé por que no se fue por una puta letrina en su pueblo y se ahogó en mierda, como lo merecia.	0	CATEGORICAL	0	0
20059	Hate	Ya callate pinche puta y celebra la navidad hija de perra	1	CATEGORICAL	0	0
20060	Hate	A ver quién paga la factura y cómo se reparten el marrón de dejar inmigrantes ilegales sueltos por sus ciudades (y que los votantes no de lo hagan pagar dentro de un año)...	1	CATEGORICAL	0	0
20061	Hate	- El tiempo no existe. La división espacio-temporal es una invención del hombre, por lo tanto,.. - Cállate, hijo(a) de puta.	0	CATEGORICAL	0	0
20062	Hate	Ahora que me has faltado el respeto te lo puedo decir por fin: ¡A fregar puta!	1	CATEGORICAL	0	0
20064	Hate	Me mandan esta mierda. Cultura de la violación en sus mejores pantallas. ESCORIA. Se puede hacer algo ?	0	CATEGORICAL	0	0
20065	Hate	Pero el escenario que describe no es de acoso. Es de violación y asesinos	0	CATEGORICAL	0	0
20066	Hate	La Conferencia Sectorial de Inmigración y Emigración se reúne dentro de una hora por primera vez desde 2015. En lo que va de año, han llegado en patera a las costas de la región 145 ciudadanos argelinos.	0	CATEGORICAL	0	0
20067	Hate	Callate Ivan el Tonto, No hay pruebas !!! Donde estabas hijo de perra cuando gente como bucaram, Lasso , baqueros, y oportunistas se comieron al Ecuador y se repartian en pedazos, cuando no habia ni carreteras ni hospitales, ni me	0	CATEGORICAL	0	0
20068	Hate	- Final Champions League - Libertadores y Sudaca - Tour, Giro y vuelta - Wimbledon - Super Bowl	0	CATEGORICAL	0	0
20069	Hate	Tu eres una puta sentenciada y estas con concha en el congreso. Mentiste en tu cv y a las justas terminaste primaria. No te hagas la santa hipocrita de cuarta	1	CATEGORICAL	0	0
20070	Hate	¿Distingues entre una violación o entre un acoso laboral? o lo metes todo en el mismo pack?. Cuando te meten mano o te proponen en el trabajo no te ponen una navaja en el cuello. Tú eliges si es conveniente o no y de esa elección corre	0	CATEGORICAL	0	0
20071	Hate	Coño que callados estáis 😂😂😂😂😂	0	CATEGORICAL	0	0
20072	Hate	alguien me puede avisar donde consigo un teclado en arabe-	0	CATEGORICAL	0	0
20073	Hate	Jajajajajajjajajajajajajjaa ay Dios la mujer es maldad me voy de aqui, que puta pavera.	1	CATEGORICAL	0	0
20074	Hate	cállate puta! Aprende a hablar y blanqueate el hocico.	1	CATEGORICAL	0	0
20075	Hate	Mercedes y Vodafone se lían en la polémica del futbolista Özil sobre el racismo en Alemania: “Soy alemán cuando ganamos, pero un inmigrante cuando perdemos” vía	0	CATEGORICAL	0	0
20076	Hate	Calmados no se amontonen!!!pinches nacos frijoleros pikense el culo 🖕🏽😑	1	CATEGORICAL	0	0
20077	Hate	Cuando te conozca te pego un chicle en la cara a ver si te ves algún día bien	0	CATEGORICAL	0	0
20078	Hate	tu eres gilipollas roncero!! Donde está vuestra puta factoría?	0	CATEGORICAL	0	0
20079	Hate	Como me matas cuando te mueves así de lento, siento todo el recorrido y la presión de tu coño alrededor de mi polla, acaricias mi pecho, sientes mi respiración agitada, me voy a correr nena	0	CATEGORICAL	0	0
20080	Hate	La moronegrada está hundiendo el país a base d ser cobradores netos d pensiones, teroristas, robar, violar, traficar, petar el sistema penitenciario,educativo,judicial y sanitario...pero lo q importa es 1 negro q dice ser ingeniero	1	CATEGORICAL	0	0
20081	Hate	-¿Porque la esatua de la libertad es mujer? -Porque se nescesitaba una cabeza hueca para hacer un mirador	1	CATEGORICAL	0	0
20082	Hate	Comemela XDDD y la cara también!! 🤣🤣🤣🤣🤣 — No nos pasemos 👀	1	CATEGORICAL	0	0
20083	Hate	cállate perra de mierda culona	1	CATEGORICAL	0	0
20084	Hate	Lo peor es que luego los lees y estos simios deformados insinúan que la mujer es malvada y una zorra muajajajaja en el fondo siento lastima por estos seres	0	CATEGORICAL	0	0
20085	Hate	Jajajaja vos cállate puta.	1	CATEGORICAL	0	0
20086	Hate	Callate bobo hijo de puta bestia humana lacra asquerosa izquierdistas rateros mal paridos	0	CATEGORICAL	0	0
20087	Hate	Eso, incompatible con ser moromierda, o musulmono.	1	CATEGORICAL	0	0
20088	Hate	Este güero anotando para mi pick de +375. Viva Dinamarca carajo	0	CATEGORICAL	0	0
20089	Hate	no entiendo eso de enseñarle la polla a cualquiera de verdad, no le encuentro el sentido	0	CATEGORICAL	0	0
20090	Hate	Me obligan a tragar polla y me mean en la cara 😮	0	CATEGORICAL	0	0
20091	Hate	LO MAS SATURADO ES VER MI POLLA EN TU CULO AGUJEREADO😂😂😂	0	CATEGORICAL	0	0
20092	Hate	Si, estoy de acuerdo. A ningún hombre le pasaría por la cabeza que una mujer es puta por subir fotos semi desnuda. Libertad y respeto.	0	CATEGORICAL	0	0
20093	Hate	Lo peor de todo es que tú eres parte de la culpa de la destrucción de Venezuela hijo de la grandísima PUTA, y encima sigues siendo chavista MALPARIDO. ahora no se valen arrepentimientos tienen 18 años llevando PALO y pasando roncha y es ahorita e	0	CATEGORICAL	0	0
20094	Hate	Bronceado 2018 goals he ido al kebap y me han hablado en árabe. ✔ misión cumplida	0	CATEGORICAL	0	0
20095	Hate	la sacaron justo a l dia siguiente del documental,por cierto excelente ,destapa la cruda realidad del inmigrante y de los q quedamos en Vzla.Madurocdtm	0	CATEGORICAL	0	0
20096	Hate	Justificó la violencia a los diputados diciendo que ellos fueron a provocar, podes ser tan hijo de puta marcos peña?	0	CATEGORICAL	0	0
20097	Hate	CALLATE PERRA LOCA CON METERTE CON LOUIS YA ES MUCHO . TE METES CON BARDERAS	1	CATEGORICAL	0	0
20098	Hate	Yo no te discuto como sacar una muela así que cállate la puta madre	0	CATEGORICAL	0	0
20099	Hate	¿para que se inventó el alcohol? para que las feas, gordas y canis perdieran la virginidad.	1	CATEGORICAL	0	0
20100	Hate	Hay mujers inteligentes, si. Son hombres que se han operado de cambio de sexo. Al revés no.	1	CATEGORICAL	0	0
20102	Hate	y a los latinos nos dicen sudacas, conquistados, e incivilizados, ¿qué cosas, no? 👀 (no todos)	1	CATEGORICAL	0	0
20103	Hate	Me voy a pintar el pelo güero para que Alfredo me quiera	0	CATEGORICAL	0	0
20104	Hate	Los inmigrantes muestran su cara más violenta con peleas en plena calle — El Pueblo de Ceuta	1	CATEGORICAL	0	0
20105	Hate	Ayer me estaba muriendo de una perra infección en la garganta y hoy me la peló, ya estoy mejor. 😎	0	CATEGORICAL	0	0
20106	Hate	Y tu eres la amiga perra que me lo va mamar a espaldas de ella, estupida	1	CATEGORICAL	0	0
20107	Hate	JODER ME CAGO EN LA PUTA QUE ROBO RAOUL SE LO MERECÍA JODER	0	CATEGORICAL	0	0
20108	Hate	Se lo ha ganado a pulso, y ha sido muy comedido. Ese musulmono o se lo piensa la próxima vez. O le dan otra mayor.	1	CATEGORICAL	0	0
20109	Hate	Así que tú eres el hijo de puta que se está comiendo todos los ñus... Vente que vamos a hablar	0	CATEGORICAL	0	0
20110	Hate	with get_repost ・・・ 🌊💃🏽 besos de mezcal pa’ el Güero. ¡feliz viernes!	0	CATEGORICAL	0	0
20112	Hate	JAJAJAJAJAJA El multitasking es lo de hoy: Perra en Instagram, emo en Twitter, ridículas por Facebook y divas en WhatsApp, todo a la misma vez y sin mezclar historias.	1	CATEGORICAL	0	0
20113	Hate	Callate la puta boca resentido y la proxima ves busquen vaselina porque no queremos hijo	0	CATEGORICAL	0	0
20114	Hate	1. el desnudo siempre ha formado parte del arte 2. el arte es super relativo 3. callate la boca de una puta vez	0	CATEGORICAL	0	0
20115	Hate	Si maltratas a un animal sos un hijo de puta y te merecés vivir de la peor manera	0	CATEGORICAL	0	0
20116	Hate	Lastima.... callate zorra!!!!!!!😠😠😠💩💩💩💩💩💩	1	CATEGORICAL	0	0
20117	Hate	Merecias ser ahogado hijo de perra pero mildis	0	CATEGORICAL	0	0
20118	Hate	Antonio Adán: Mi novia es sevillista y es una puta mas | Sevilla 3 Real ... vía	1	CATEGORICAL	0	0
20119	Hate	Siempre te hago el aguante callate, mña si perra	1	CATEGORICAL	0	0
20120	Hate	Los procesos administrativos tienen que ser rápidos para menores inmigrantes refugiades, ya que el futuro de eses menores está en juego. El día de mañana si quieren trabajar, seguirán sin esos papeles, los hombres terminarán en trabajos irregulares y las mujeres en prostitución.	0	CATEGORICAL	0	0
20121	Hate	Buenos dias, a trabajar en la fabrica para pagar a los refugiados y demas... gracias Sánchez por ser tan hijo de puta.	1	CATEGORICAL	0	0
20122	Hate	Mirna, para algunas feministas celebrarle un vestido a una mujer es acoso, ojo ahí	0	CATEGORICAL	0	0
20123	Hate	... habemos muchos hombres en contra del acoso; eso sí, no todos lo expresamos desde el prejuicio sexista. Su respuesta se ganará aplausos y likes de los bienpensantes 'pero en ciertos pasajes no representa más que el extremo opuesto de la desastrosa columna de Caballero.'	0	CATEGORICAL	0	0
20125	Hate	-Mujer: Bésame una vez y te pertenecere para siempre? -Hombre: Ostia! Gracias por la advertencia!	1	CATEGORICAL	0	0
20126	Hate	Ay cállate perra.	1	CATEGORICAL	0	0
20128	Hate	Llamar “mala puta” a una mujer es denominado “poema satírico”... Siento verdadero asco, de oír, leer y ver este tipo de ataques a diario a en los medios pro_independentistas. Necesitamos más que nunca	0	CATEGORICAL	0	0
20129	Hate	Eso demuestra que no son “refugiados” de países en guerra, sino económicos, lo q es humano, hasta q te das cuenta q si empiezan con mentiras, seguramente lo q busca es invadir no convivir!	1	CATEGORICAL	0	0
20130	Hate	12 años jugando a la Play le enseñaron bastante. Que hijo de remil puta!!!!!!	0	CATEGORICAL	0	0
20131	Hate	"Llevamos ya 3 casos asilados de violencia de inmigrantes en la zona de Barcelona en una semana. ¿A partir de cuantos casos, dejan de considerarse ""aislados""?"	1	CATEGORICAL	0	0
20132	Hate	Apartas el tanga a un lado, posas mi polla en tu coño y te dejas caer despacio metiéndola entera, que placer me da sentir como aprieta tu coño durante todo el recorrido, baja nena	0	CATEGORICAL	0	0
20133	Hate	Callate perra yo hago lo que quiero	1	CATEGORICAL	0	0
20134	Hate	me acaban aqui de enseñar al niño polla o deberia decir PRINGADO DE LA VIDA Q LO UNICO Q HA HECHO EN SU VIDA (indirectamente) ES TENER UNA POLLA GRANDE.... QUE. PUTO. ASCAZO. NIÑO.	0	CATEGORICAL	0	0
20135	Hate	y tienen razón, los inmigrantes vienen a imponernos sus costumbres	1	CATEGORICAL	0	0
20136	Hate	Yo creía que ese jueguito solo existía para los árabes, jajaja.	0	CATEGORICAL	0	0
20137	Hate	Tú eres mi perra, ¿yo qué culpa?	1	CATEGORICAL	0	0
20139	Hate	acabo de ver a una señora igualita a lupita d’alessio y dije fue como OMFG IS DAT LA LEONA DORMIDA O NOMAS OTRA SEÑORA GÜERA	0	CATEGORICAL	0	0
20140	Hate	JAJJAJAJ cállate perra , me lo dijo por otra cosa no x eso	1	CATEGORICAL	0	0
20141	Hate	EL ORGULLO QUE SIENTO🏼ES INMENSO, SOS ÚNICO💙 Te lo re mereces porque sos un actorazo de la puta madre	0	CATEGORICAL	0	0
20143	Hate	AMIGOS CON TODO EL RESPETO Y CON MAS HUMOR, LES COMPARTO ESTA PUBLICIDAD DE TACOS ÁRABES Y MAS, UBICADO EN CAMINO VIEJO A LA VENTOSA, DONDE ENCONTRARA: TACOS ÁRABES TACOS ORIENTALES, TACOS DE BISTEC QUESADILLAS TLAYUDAS &lt;3 &lt;3 &lt;3 NO DEJE DE PROBARLOS....	0	CATEGORICAL	0	0
20144	Hate	La policía británica permitió la violación de 1.000 niñas pobres por parte de árabes via	1	CATEGORICAL	0	0
20145	Hate	Vete a tomar por culo gilipollas, tu Felipe tendrías q estar en la puta mina y cállate la boca!! Que no tienes ni idea aquí en España sigue estando la misma puta dictadura solamente que adornada con consumismo.	0	CATEGORICAL	0	0
20146	Hate	eres una basura de persona, lo cual no me sorprende porque eres SUDACA, y asi son los tercermundistas	1	CATEGORICAL	0	0
20147	Hate	Callate por zorra le dice Damián jajajaja	1	CATEGORICAL	0	0
20149	Hate	Teñida del orto me dice el cara de artesanía prehispánica. Seguís siendo sudaca amigo, por algo no podes irte a tu alemania natal.	1	CATEGORICAL	0	0
20150	Hate	En Ceuta hay una montaña que simboliza todo lo que ocurre a ambos lados de la valla PERFILADA en la roca, con el busto...	0	CATEGORICAL	0	0
20151	Hate	Hoy toda esta escoria está callada me gustaría oírlos hablar	0	CATEGORICAL	0	0
20152	Hate	-¿Aquí es la oficina de atención contra el racismo? -Claro que sí, pásele pinche indio prieto sarrapastrozo ahorita lo atendemos, primero que pase el güero.	1	CATEGORICAL	0	0
20153	Hate	el simio fuenlabreño al cual tengo que ver más a menudo. Eres un tío de puta madre y te mereces lo mejor del mundo. Espero que en 2018 te vaya todo de lujo y empieces por la puerta grande.	0	CATEGORICAL	0	0
20154	Hate	CALLATE QUE MAÑANA NOS VEMOS PERRA	1	CATEGORICAL	0	0
20155	Hate	Y lo que no es la voz, ¿Eh? ¡Movimiento SEMEN!	0	CATEGORICAL	0	0
20156	Hate	Me pone mal verte mal, pero no por mi, sino por vos, LA PUTA MADRE TE mereces el cielo no te quedes en una nube sola.	0	CATEGORICAL	0	0
20157	Hate	600 manteros saltaron la valla en Ceuta el otro día.	0	CATEGORICAL	0	0
20158	Hate	Pedimos picada árabe? 3 palabras, 1 corazón feliz	0	CATEGORICAL	0	0
20159	Hate	Que te calles ya pesao... ACEPTALO DE UNA PUTA VEZ Y dejalo ya en el pasado pide disculpas y ya conbio	0	CATEGORICAL	0	0
20160	Hate	Lucas callate que no lees dm nunca la puta que te pario ahre	0	CATEGORICAL	0	0
20163	Hate	Cómo me atraen las güeras 🤤	0	CATEGORICAL	0	0
20164	Hate	pero callate puta no nos vemos hace meses y ahora que me voy me querés ver ME CAES MAL AGUSTINA	1	CATEGORICAL	0	0
20165	Hate	Tu eres el gilipollas que no has tocado un libro de historia en tu puta vida y vas de listo sin saber de lo que hablas	0	CATEGORICAL	0	0
20166	Hate	¿Esto podría explicar el brutismo caribeño y el subsahariano? ¿Habrá correlación? Extreme heat linked with reduced cognitive performance among young adults in non-air-conditioned buildings:	1	CATEGORICAL	0	0
20167	Hate	Me encantaria darte unas nalgadas ricas ❤ — A mí me encantaría pegarte una hostia en la cara	0	CATEGORICAL	0	0
20168	Hate	Porque las mujeres ven las peliculas porno enteras? -Porque se creen que al final se van a casar o algo.	1	CATEGORICAL	0	0
20169	Hate	Porque andan llamando gata, zorra o puta a baekhyun si es hombre, manga de ridiculas	0	CATEGORICAL	0	0
20170	Hate	es una chinguita hacer tamales', refunfuña mi sirvienta la diódora. 'cállate o te van a salir agrios', le digo... bueno, para qué les cuento a ustedes fresitas que fueron a la universidad, qué van a saber de hacer tamales 😂	0	CATEGORICAL	0	0
20171	Hate	Esa gente insultando y condenando al asesino de Diana Quer pero que luego le quitan importancia al acoso, violación y maltrato a la mujer...	0	CATEGORICAL	0	0
20172	Hate	Coño hay una GRAN cantidad de vídeos porno amateur y son bastante buscados la verdad, porque son chicas 'normales', la gente se imagina su vecina, su amiga, etc. Bueno, pero ¿que tiene que ver? Habláis del porno como tal no de sus cir	0	CATEGORICAL	0	0
20173	Hate	No nos confundamos, muchas mujeres posan de victimas de acoso solo con una mirada, ridículas; ¿estas se habrán comparado con lo que sufrieron las guerrilleras en las Farc por ejemplo?	1	CATEGORICAL	0	0
20174	Hate	Venga si comemela xddd	0	CATEGORICAL	0	0
20176	Hate	Cállate puta Katy Perri de los xiniyos (y nunca mejor dicho)	1	CATEGORICAL	0	0
20177	Hate	Ingles y árabe	0	CATEGORICAL	0	0
20178	Hate	JAJAJAJAJAJA callate Mica zorra	1	CATEGORICAL	0	0
20179	Hate	Uno mas imbécil dirás,hasta la polla ya estaba la gente con las payasadas de Alves y neymar...	0	CATEGORICAL	0	0
20180	Hate	"Si Dios maldijo a Eva porque se comió una manzana, imagínense lo que va a hacer cuando se entere de que andan de ""borrachas"" y de ""putas"" todos los fines de semana. LAMENTABLE."	0	CATEGORICAL	0	0
20181	Hate	como estáis tan evolucionados culturalmente le recordais a cualquiera cuales son las normas cívicas. Españoles, negros y árabes sin excepcion, yo no he visto españoles poniendo pies en asientos. Negros y árabes bastantes.	1	CATEGORICAL	0	0
20182	Hate	QUE NO SON NI LAS OCHO DE LA MAÑANA, CALLATE Y ECHATE A DORMIR EN VEZ DE HABLAR DE LA PUTA ESPICHA.	0	CATEGORICAL	0	0
20183	Hate	y están deseosos de ayudar a los moromierdas que llegan en oleadas a violar todas las mujeres y niños que puedan. Y oye, si se legaliza mejor, ¿eh ? EL PROBLEMA ES QUE ESTO NUNCA LES PASA A SUS HIJOS Y NIETOS. LASTIMA!	1	CATEGORICAL	0	0
20184	Hate	El Director General de la Guardia Civil recorrerá esta tarde la valla que fue asaltada en Ceuta. ¡¡¡ A BUENAS HORAS, MANGAS VERDES !!!	0	CATEGORICAL	0	0
20185	Hate	Tu eres zorra amiga jajajajajajajaja	0	CATEGORICAL	0	0
20186	Hate	ODIAME ERO AL MIRARTE A UN ESPEJO RECUERDA YO SOY AGIL Y ATRACTIVA TU ERES UNA PUTA CERDA😁😁😁	1	CATEGORICAL	0	0
20187	Hate	Y estos son los hijos de puta que van a luchar contra la violencia que ejercen contra las mujeres. Es que no me troncho porque NO TIENE NI PUTA GRACIA 😡😡😡	0	CATEGORICAL	0	0
20189	Hate	Si yo soy nazi, tu eres un hijo de puta	0	CATEGORICAL	0	0
20190	Hate	Lo malo del tema de acosos sexual que se da en TODOS lados… es simple… abuso físico, violación o coacción son un delito… PERO!!! El coqueteo insistente o torpe no lo es, ni es la caballerosidad una agresión machista… Pero la exageración sensacionalista es lo de hoy ¿no?	0	CATEGORICAL	0	0
20191	Hate	ICE le da gran prioridad a la lucha contra la inmigración ilegal, incluyendo la búsqueda de extranjeros con antecedentes penales que presentan una amenaza para la seguridad pública	0	CATEGORICAL	0	0
20192	Hate	Queria charlar de algo, yo soy feminista, siempre que una victima habla de algun abuso, acoso o violacion que sufrio no le cues... — es complicado porque me esta pasando lo mismo con mi viejo, la ex lo esta acusando de cosas que s...	0	CATEGORICAL	0	0
20193	Hate	De regreso al trabajo. En cancha para Univisión Deportes en el América vs Veracruz. Se acabó hasta la melena güera. Ahí nos escuchamos, hermanos 🙌🏻	0	CATEGORICAL	0	0
20194	Hate	yo se q soy la persona indicada para estos momentos, no te lo mereces, pero sos mi hermano hijo de mil puta, ahi t hablo	0	CATEGORICAL	0	0
20195	Hate	Hablemos de la paliza al turista americano por manteros subsaharianos , esos que entran echando cal viva a la guardia civil ... no mejor volvemos a lo de Franco que fue muy malo y evitó muchas checas y gulags si no llega a levantarse en esa anárquica España	1	CATEGORICAL	0	0
20196	Hate	Callate que vos ni rollos tienes che puta	1	CATEGORICAL	0	0
20197	Hate	Quieroite un lomito arabe com salsa de ajo	0	CATEGORICAL	0	0
20198	Hate	La introducción de los discursos de disculpa de los acusados de acoso sexual este año:	0	CATEGORICAL	0	0
20199	Hate	En este país, lo que hay que hacer de una puñetera vez, es que todo ilegal (sin papeles) sea deportado a su país de una vez. Ya vale de tanto buenismo y ayudas a inmigrantes antes que a los propios Españoles.	1	CATEGORICAL	0	0
20200	Hate	Llegarán en masa a Cartagena. De nosotros y nuestros gobernantes depende dar con la verdadera solución natural, los de refugiados o dar paso a una invasión en toda regla en nuestras calles y la confrontación social de extremistas	1	CATEGORICAL	0	0
20201	Hate	una chica dijo que no le gustaron los chistes sobre acoso y violación en el video de Rubén y esto le contestaban algunos de sus fans	0	CATEGORICAL	0	0
20202	Hate	La zorra se queda callada porque sabe que mi combo es puro power 🔥	1	CATEGORICAL	0	0
20203	Hate	comemela hso y si cojemos ahi nomas no pasa nada ahre	0	CATEGORICAL	0	0
20204	Hate	Cállate que la que clava el visto sos vos Zorra 💔	1	CATEGORICAL	0	0
20205	Hate	comemela lindo JAJAJA	0	CATEGORICAL	0	0
20206	Hate	No son subsaharianos, son Negros. Que yo sepa, Sudán y Níger están en el Sáhara.	1	CATEGORICAL	0	0
20207	Hate	El inmigrante que se queja del inmigrante que se queja del inmigrante ... y así hasta el infinito.	0	CATEGORICAL	0	0
20208	Hate	Te puedo tener todo el respeto del mundo, pero esque con una puta voz que me des ya no te lo mereces. Entenderlo respeto por respeto.	0	CATEGORICAL	0	0
20209	Hate	El asesinato se hace en nombre del Antifascismo. Imbeciles como tú hacen que esta escoria crezca.	0	CATEGORICAL	0	0
20211	Hate	Cállate zorra priista	1	CATEGORICAL	0	0
20212	Hate	Mira en un futuro busca trabajos en los que te quieran pORQUE NO MERECES ESTA PUTA MIERDA DE TRATO	0	CATEGORICAL	0	0
20214	Hate	"Transparencia Venezuela Cuando un indocumentado pasa de reposero y chocador de autobuses del metro a ""manejar"" la política económica del país que hugo chávez ya había destruido, tenemos el resultado de la Vzla completamente destruida."	1	CATEGORICAL	0	0
20215	Hate	Ultra pendeja este ciudadano común, teatro le bajo pelotudis, esposelo y 6 horas al calabozo.. Vago indocumentado...	1	CATEGORICAL	0	0
20216	Hate	Brigada humanitaria lleva agua a inmigrantes que cruzan desierto	0	CATEGORICAL	0	0
20217	Hate	Muchas personas creen q una mujer es abusada o acosada por ir muy descubierta, pero yo he visto acoso a mujeres por lo contrario también, mujeres cuya religión o creencias son otras y son acosadas por eso. Eso demuestra q hay un standard tácito d mujer, y q se espera sea cubierto	0	CATEGORICAL	0	0
