,ID,Target,Tweet,label,categorical,subjectivity,polarity
35,236,Hate,"Watch: French Mayor Declares ""Muslim migrants are not welcome here"" - Free Speech Time -",1,CAT,0,0
36,237,Hate,Border Ranchers Shock MSNBC With Facts On Illegal Immigration via,0,CAT,0,0
37,238,Hate,"Texas has 'moral responsibility' to protect detained immigrant kids, Hispanic lawmakers say Yes, and so do other other jurisdictions in as many States of the Union - each having state laws against child abuse.",0,CAT,0,0
38,239,Hate,two children washed up on a barb wired beach another scum photographer another attempt to get the EU to take more migrants enough propaganda,1,CAT,0,0
39,240,Hate,Illegal alien charged with murder of homeless woman in New York City:,0,CAT,0,0
40,241,Hate,"Watch: Muslim migrants terrorizing Swedish people, including the elderly people who stand on their way - Free Speech Time -",1,CAT,0,0
41,242,Hate,EU is more worried about 'populism' than about tens of thousands of migrants reaching Spain,0,CAT,0,0
42,243,Hate,(Islam in Europe) Documentary how Arab and African Immigrants Destroying... via,1,CAT,0,0
43,244,Hate,"While attacks our states immigrants, has dragged his feet on signing critical legislation to protect our immigrant community, including: SB SB SB SB SB",0,CAT,0,0
44,245,Hate,Rescued migrants arrive in Pozzallo as Italy grants approval to dock,0,CAT,0,0
45,246,Hate,"Passenger from Harlingen to Dallas,TX has infected many to measles!!! Stop the invasion.",1,CAT,0,0
46,247,Hate,This is what the streets of the will look like in more years,1,CAT,0,0
47,248,Hate,"A legal immigrant leaves the US because her visa has not been renewed yet, and tons of people give her shit because of her stance against illegal immigration. Cuz Logic!!! Stay awesome, stay positive, we all love you.",0,CAT,0,0
48,249,Hate,Italian bishop warns that Europe must avoid fear and xenophobia and welcome Muslim migrants via Another Christion moron with a death wish.,0,CAT,0,0
49,250,Hate,And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this!,1,CAT,0,0
50,251,Hate,"The establishment of Europe has a court of humanrights. This court allows crimerefugees to stay forever in Europe. They will not send back in her homeland. So this court has a responsibility for a mulricriminal society in future, one says.",0,CAT,0,0
51,252,Hate,"Dear Thank you for giving back. As a son of an immigrant who came to the US with16 in his pocket, thank you for giving opportunity. I am one of your biggest fans, not because of your athletic prowess, but from your commitment that EDUCATION is the ultimate equalizer.",0,CAT,0,0
52,253,Hate,The plight of represents the present and the future of not just for but for much of South and,0,CAT,0,0
53,254,Hate,We are no longer alone: Italian Prime Minister hails migrant distribution a success,0,CAT,0,0
54,255,Hate,"Lisdoonvarna, a village earmarked for replacement. Along with a growing number of other towns and cities right across Ireland. Listen to Irish (FG) Minister for 'Equality, Immigration and...",0,CAT,0,0
55,256,Hate,Let's build that wall.,1,CAT,0,0
56,257,Hate,US Supreme Court Upholds Donald Trump's Immigration Travel Ban (for now) via,0,CAT,0,0
57,258,Hate,Worker charged with sexually molesting eight children at immigrant shelter,0,CAT,0,0
58,259,Hate,Guatemalan mother separated from her -year-old daughter waits,0,CAT,0,0
59,260,Hate,"Instead of making Illinois a welcoming state, has turned his back on our immigrant communities and has a series of bills sitting on his desk",0,CAT,0,0
60,261,Hate,I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people. immigration. Start deportations. We have the right to our homelands.,1,CAT,0,0
61,262,Hate,"Democratic PATRIOTS pls call your representatives and demand be confirmed, esp if up for re-election. . . . . . .",1,CAT,0,0
62,263,Hate,The new anti-migrant national consensus,0,CAT,0,0
63,264,Hate,Sweden: Migrant raped -year old grandmother on Christmas Eve allowed to remain in Sweden via,1,CAT,0,0
64,265,Hate,Right on.,0,CAT,0,0
65,266,Hate,"I have an immigrant mentality, which is that the job can be taken away at any time, so make sure you earn it every day, How Pepsis Indra Nooyi Learned To Be A CEO",0,CAT,0,0
66,267,Hate,"Join for a teach-in about surviving violence, ICE and the experiences of criminalized immigrant survivors this Thursday in SF",0,CAT,0,0
67,268,Hate,Polish Prime Minister Mateusz Morawiecki insisted that Poland would push against any discussion on refugee relocations as part of the EUs migration politics.,0,CAT,0,0
68,269,Hate,"SO WELL SAID, Daniel!His speeches ALL smack of Alinsky; divide & conquer by victimizing one group & calling out the other as bigots, racists, fascist, etc.",1,CAT,0,0
69,270,Hate,"Here it is not about Refugees or Illegal immigrants. It is about whether one has documents before or not. Now, it is difficult for slum people and beggars to show valid documents, except the name in voter list. st under",1,CAT,0,0
70,271,Hate,"Refugees don't choose to be refugees. By definition, refugees have been forced to leave their home country because their lives or safety were threatened.Learn more about refugees by downloading our free e-book ""8 Things You Should Know About Refugees"" _x009d_",0,CAT,0,0
71,272,Hate,Rally To Support Detained Pizza-Worker Immigrant,0,CAT,0,0
72,273,Hate,I'd say electrify the water but that would kill wildlife.,1,CAT,0,0
73,274,Hate,actually both Milo and Alex have a friend in the White House- so ain't nobody ''come' for them- unlike say muslims ot immigrant chilfren,0,CAT,0,0
74,275,Hate,Good news.We are against illegal immigrants.Bangladeshi must go your evidence and stay at Assam.,1,CAT,0,0
75,276,Hate,Just deport all these illegal aliens and their kids back to their rd world nations. American citizens taxpayers are tired of being robbed by the rd world nation paying for these illegal aliens and their kids!,1,CAT,0,0
76,277,Hate,"Germans are OK, like the rest of Western Europe, the immigration problem came from the East (Romania) The are partly responsible for the no vote, also the EU being unelected can hardly claim to represent any European nation..",0,CAT,0,0
77,278,Hate,"Maninder: How I felt, when Immigration New Zealand said ""NO"" to me!: via",0,CAT,0,0
78,279,Hate,"Failing to integrate refugee children risks devastating consequences: Children and youth who are out of school and unemployed are more susceptible to crime, exploitation, abuse and possibly radicalization.",0,CAT,0,0
79,280,Hate,Many lice you will find in Viennese schools. Some refugees has brought us this as gift. To rescue it will cost a person.,1,CAT,0,0
80,281,Hate,"What a way to damage LasVegas, such stupidity!! MGM turns to never-tested law to sue Vegas shooting victims",0,CAT,0,0
81,282,Hate,. how about donating flights to deport the Invaders back to their homeland.,1,CAT,0,0
82,283,Hate,"Russia did it! Russia di.... Wait, what? Big scary Russia is helping people go home without being detained etc?",0,CAT,0,0
83,284,Hate,Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S law since . Why Should U.S Taxpayers give Welfare to Immigrants and import the World's poor ! .,1,CAT,0,0
84,285,Hate,PolitiFact Florida: Bill Nelson claims detained immigrant parents charged $8/minute to call their children. He is such a phony he makes me sick Shared from my Google feed,0,CAT,0,0
85,286,Hate,Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs,1,CAT,0,0
86,287,Hate,As usual the media is giving two sides: a Republican side and a Democrat side on immigration. There are other views by why bother offering those up. How about we allow supply and demand for labor decide how many cross and let Econ supply and demand decide?,0,CAT,0,0
87,288,Hate,Netherlands: girls per year become sex slaves to migrant background men | Cape Fear Caller via,0,CAT,0,0
88,289,Hate,Books to Help Kids Understand What Its Like to Be a,0,CAT,0,0
89,290,Hate,Russian meddling in Syrian refugee repatriation:,0,CAT,0,0
90,291,Hate,"We need to improve our country, schools, neighborhoods, hospitals, prisons, by kicking out the illegals.",1,CAT,0,0
91,292,Hate,"Every nation, tribe, and tongue still applies when theyre on your doorstep instead of you being on theirs. So many have refused to Go that God started to bring them to us. An anti-immigrant attitude and mindset is anti-God and His will, period.",0,CAT,0,0
92,293,Hate,"People say, ""Why didn't this or that immigrant for Central or South America apply the proper way and keep up with forms?"" For decades immigration has discriminated against people of color from Central and South America.",0,CAT,0,0
93,294,Hate,"Mandy Manning, one of World Relief's friends and partners , has just been named National Teacher of the Year for her work with and students. Read more of her incredible story. _x009d_",0,CAT,0,0
94,295,Hate,Starting Now on Pittsfield ETV: BCC Presents: Access Higher Ed: 'Berkshire Immigrant Stories',0,CAT,0,0
95,296,Hate,THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE!,1,CAT,0,0
96,297,Hate,The ONLY thing that can wash away this problem is a Big Red Wave in November!,1,CAT,0,0
97,298,Hate,"Canada using DNA testing, ancestry websites to investigate migrants far as Im concerned, those that entered undocumented / illegally gave up any right to privacy.",0,CAT,0,0
98,299,Hate,This immigrant should be hung or shot! Period! Animal.,1,CAT,0,0
99,300,Hate,Immigrant Health Workers in the UK,0,CAT,0,0
100,301,Hate,Don't mess with these migrant dads via,0,CAT,0,0
101,302,Hate,"After IS is soon finished (US+Turkey secretserv. action), IS fighter have open Syrian passports for use. Stop immigration to Europe.",1,CAT,0,0
102,303,Hate,"Boy, they sure hated being separated from their kids, didn't they? kids shouldn't get to stay!!! !",1,CAT,0,0
103,304,Hate,What a wonderful woman! This is the kind of immigrant we need here!,0,CAT,0,0
104,305,Hate,Continued &amp; Sustained damage the Tories!,0,CAT,0,0
105,306,Hate,"Texas -v- DACA Draws Federal Judge Andrew Hanen, Big Trouble Looms For ImmigrationActivists",0,CAT,0,0
106,307,Hate,real talk do you have eyes or were they gouged out by a rapefugee?,1,CAT,0,0
107,308,Hate,"!! Stop , and .",1,CAT,0,0
108,309,Hate,As long as it takes to,1,CAT,0,0
109,310,Hate,"Know Your Rights, Defend Your Rights! Come join a training that focuses on building sustainable community resistance against the increased violence against communities of color &amp; immigrant communities. Aug. -9. am-4pm. Open to all. Sign up is below!",0,CAT,0,0
110,311,Hate,US Army Quietly Discharging Immigrant Recruits,0,CAT,0,0
111,312,Hate,"Libya let -bound migrants die in Mediterranean, rescue group says",0,CAT,0,0
112,313,Hate,Danger Treasonous individuals paid for by Soros and globalist now !!!!!,1,CAT,0,0
113,314,Hate,Good News !Illegal Aliens Claiming Fake Asylum are being deported in Record Numbers Not via,1,CAT,0,0
114,315,Hate,I got offered once by a neighbor to go to a church down the street &amp; thought about it but then found out a week later the priest was sexually assaulting immigrant women &amp; threatening to call ICE on them if they told. That was my sign to stay w my little shrine in my room,0,CAT,0,0
115,316,Hate,"This little boy blew his shofar to welcome the new immigrants arrive home in Israel. Arriving from the US, Russia, France, Argentina and Brazil! WATCH the story here:",0,CAT,0,0
116,317,Hate,Good Morning Patriots xx Let everything we do be done with them in mind.,1,CAT,0,0
117,318,Hate,Most refugees actually come from normal circumstances ...,0,CAT,0,0
118,319,Hate,"The German Government Pays for Week Vacation for Refugees to Go Home No the German government isn't paying, the German taxpayers are paying! The German government is robbing native Germans to finance the Islamization of Germany.",1,CAT,0,0
119,320,Hate,He started this hashtag because there's a certain type of immigrant to Germany he doesn't like and wants to humiliate. We are in that group. RT if you think we should be able to stay and finish our Bahnhof renovation. Danke!,0,CAT,0,0
120,321,Hate,Funny Trump hasnt had any trouble getting visas for his immigrant labor at his clubs,0,CAT,0,0
121,322,Hate,"Great article on the crisis in Europe. ""The driving question for Europeans is: How do we make it stop? But it refers not to the humanitarian drama of the forcibly displaced, just to their ability to reach Europe.""",1,CAT,0,0
122,323,Hate,The issue of came back to the forefront following death of maid in,0,CAT,0,0
123,324,Hate,Uber has become racist organization. If you are an immigrant they deactivate your account even if you are a five star driver with over plus star claiming reports that is unfounded. No warning just like that.,0,CAT,0,0
124,325,Hate,These are Canadian refugees,0,CAT,0,0
125,326,Hate,"How about a GoFundMe for a few hundred million dollars, to build a wall along the border side of this farm?",1,CAT,0,0
126,327,Hate,"Lets talk about immigrants fighting fires - not starting them: (photo: Marcus Yan, Los Angeles Times)",0,CAT,0,0
127,328,Hate,"What were they planning to do with the immigrant children they kidnapped? Slavery, sex traffic, organ harvesting?",0,CAT,0,0
128,329,Hate,So kids of illegal immigration being put in temporary detention centres (which they are put there so they dont have to go to a full on prison with their parents) = authoritarianism? Surprise: if you cross into a,0,CAT,0,0
129,330,Hate,"Here Illegally you are breaking the law! The laws states you get deported not a choice ! You dont get to come to the U.S Illegally ,feel Entitled Demand to stay , ake jobs from Citizens and steal U.S Resources",1,CAT,0,0
130,331,Hate,Austria holds drill to simulate repelling illegal migrants at border,0,CAT,0,0
131,332,Hate,A new trend has started Everybody is collecting money for Syrian refugees without any control of govt agencies...,0,CAT,0,0
132,333,Hate,backs 'long-overdue' UN migration pact,0,CAT,0,0
133,334,Hate,"I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",1,CAT,0,0
134,335,Hate,Mayor warned everyone in...,0,CAT,0,0
135,336,Hate,"% of illegal Aliens commit Felons such as ID, SSN and Welfare Theft Illegal is not a Victimless Crime !",1,CAT,0,0
136,337,Hate,"New story by on in homes, NHS, schools, unis&amp;more. Here's a film &amp; links to our research on this since You can download our book here:",0,CAT,0,0
137,338,Hate,"Why isn't Ann Coulter worried about losing credibility for saying something like ""the immigrant kids being shown in cages are child actors""? by Jim Henley",0,CAT,0,0
138,339,Hate,s bio on here says,1,CAT,0,0
139,340,Hate,Compromise in migration dispute that threatened Merkel's govt,0,CAT,0,0
140,341,Hate,I guess the Koch brothers funded racist Tea Party marches are no longer needed! Republicans ruin the economy &amp; press Democrats to fix the economy! Obama was OBSTRUCTED by Republicans! No help! !,0,CAT,0,0
141,342,Hate,I've pledged to make sure my surgery is a safe space free from the . I'm an MP not a border guard,0,CAT,0,0
142,343,Hate,Aquarius boat to resume migrant rescue mission,0,CAT,0,0
143,344,Hate,"Max Mosely son of Fascist Leader Sir Oswald Mosely Firstly, seems common practice to get knighted for being a Fascist in Britain Second, hes given an awful lot of funding to Tom Watson",0,CAT,0,0
144,345,Hate,South Koreans Stand Against Islamic Immigration!!! via,1,CAT,0,0
145,346,Hate,Blood is on the hands for sure!!,1,CAT,0,0
146,347,Hate,Its time to end Obama Illegal and Stop Rewarding Illegal I U.S Youths need via,1,CAT,0,0
147,348,Hate,Not our problem,0,CAT,0,0
148,349,Hate,We need our ARMY down there to !!!WHERE ARE THEY that is More Important than defending our national border against this constant onslaught of hostile foreign invaders?!!?!??!,1,CAT,0,0
149,350,Hate,Listening to the world service this am criticism of Israel for wanting to deport young African male migrants it maybe evidence from Europe like France and France many are not settling and are turning to crime better the truth than living a lie,1,CAT,0,0
150,351,Hate,Daily migrant invasions,1,CAT,0,0
151,352,Hate,Judge orders government to release immigrant kids from Texas shelter | The Texas Tribune,0,CAT,0,0
152,353,Hate,Europeans Are Waking Up! | How Even Ordinary People Are Beginning to Take Action Against Immigration - YouTube,1,CAT,0,0
153,354,Hate,Apparently the Dutch Red Cross is trying to raise funds for the repatriation of Syrian refugees. Which seems both premature and irresponsible.,0,CAT,0,0
154,355,Hate,"Homes use to look beautiful and full of effort now they are just mass produced to fit the third world ""immigrants""",1,CAT,0,0
155,356,Hate,"Spain's overwhelmed coastguard says it can't cope with migrant influx, as rescued in one",0,CAT,0,0
156,357,Hate,"Fox Scumbag Laura Ingraham claims Trump is protecting immigrant children from their drug abusing, child trafficking parents Read Story:",0,CAT,0,0
157,358,Hate,.Can you say,1,CAT,0,0
158,359,Hate,The Pope is exposed for his direct involvement in Italys migrant crisis Leo Zagami,0,CAT,0,0
159,360,Hate,"GOD BLESS ICE, THANK YOU FOR GETTING ILLEGAL ALIENS OUT OF OUR SOVEREIGN COUNTRY AND OFF OUR STREETS.",1,CAT,0,0
160,361,Hate,The government filed paperwork with the judge saying that the ACLU and its clients should bear much of the responsibility for finding deported parents in Central America.,0,CAT,0,0
161,362,Hate,"Then no need to even buy your products, no biggie, love our Trump period now !!!!!!!!!!!",1,CAT,0,0
162,363,Hate,Illegal Alien unlicensed Drunk Driver rams Ambulance kills year old being rushed to hospital.,1,CAT,0,0
163,364,Hate,"Be fearless, be kind, get to know your neighbors. This is what Mandy Manning, National Teacher of the Year and friend of , teaches her and students. Read her story _x009d_",0,CAT,0,0
164,365,Hate,These are the stakes. This is what's happening to immigrants who Trump is targeting. It is not an exaggeration to say that Trump's detention and deportation machine is a life-or-death issue for immigrant families.,0,CAT,0,0
165,366,Hate,"Good one! The government predicts that in , immigration will overtake new births as the dominant driver of population growth. PREDICTS = causes by failure to stop.",1,CAT,0,0
166,367,Hate,We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters and,1,CAT,0,0
167,368,Hate,Algerie send a clear message for refugees. About refugees are leaved in the desert without water today. Its only few time till they will die. This will stop all refugees to try to went over the territory of Republic of Algerie,1,CAT,0,0
168,369,Hate,No Christians among Syrian refugees resettled in,0,CAT,0,0
169,370,Hate,Labor migrants transfer almost $ billion a year to Ukraine,0,CAT,0,0
170,371,Hate,sharia Law Tessa is that not tony Blair's wife no y do you let islam law into the country stupid woman with stupid promises she cant keep,0,CAT,0,0
171,372,Hate,"He is % accurate. Diversity is our greatest weakness. Unity is our strength. United we stand, divided we fall.",1,CAT,0,0
172,373,Hate,Asylum seekers should enter at a LEGAL port of entry & not enter illegally! Separation only occurs with those breaking American law! to lies &,1,CAT,0,0
173,374,Hate,: humanitarian repatriation after asked to go back to their home countries.,0,CAT,0,0
174,375,Hate,I am all for this!!,1,CAT,0,0
175,376,Hate,PALLYWOOD* IN THE AEGEAN? Caught in the act: Film crew staging fake Muslim migrant drownings at sea on the Greek island of Crete via Fake news...,0,CAT,0,0
176,377,Hate,"Say it loud, say it clear, illegal are not welcome here",1,CAT,0,0
177,378,Hate,The chances that refugees may benefit from parliament's shake up are still slim,0,CAT,0,0
178,379,Hate,"We need a moratorium on all immigration, legal or otherwise, esp from non-European countries",0,CAT,0,0
179,380,Hate,True just only vote banks,0,CAT,0,0
180,381,Hate,Immigrant youth are !,0,CAT,0,0
181,382,Hate,Passion. Place. &amp; Purpose - Sat Sept - BOOK NOW Methodists Dismiss Complaint Against Jeff Sessions Over Using Bible to Defend Family Separation,0,CAT,0,0
182,383,Hate,Build the WALL! Undocumented immigrant arrested in connection with rape of -year-old girl:,0,CAT,0,0
183,384,Hate,Stop the immigration of all muslimcountries quick.,1,CAT,0,0
184,385,Hate,"If this is implemented well, could be good news for Philadelphians.",0,CAT,0,0
185,386,Hate,"We stand with the woman of Cologne ,Add France it seems young Arab Immigrants want to do a ISIS and abuse deport them or jail",0,CAT,0,0
186,387,Hate,. . . . . . AMERICANS WANT SAFETY SECURITY FROM ILLEGAL DRUGS GANGS & CRIMINALS st,1,CAT,0,0
187,388,Hate,"Problem with the books being referred to is that they were written years ago. Massive changes in China, definitely no mass emigration to US, perhaps just the opposite.",0,CAT,0,0
188,389,Hate,"No wonder so many ""refugees"" are accused of fraud--it permeates the whole program.",1,CAT,0,0
189,390,Hate,"The current doesn't care what think. Most want Obamacare, most support the Mueller investigation, they don't support the tax scam, most want , most don't want to . Stop voting",1,CAT,0,0
190,391,Hate,"Border agent killed, partner injured by illegal immigrants using rocks, report says",1,CAT,0,0
191,392,Hate,"Trump means that immigration to Europe will destroy Europe,hes again right. We alive a new president which makes a good job for USA and European rulers have to be his housedogs and make everything what he like.",1,CAT,0,0
192,393,Hate,offers states funding to take in migrants,0,CAT,0,0
193,394,Hate,Zuckerberg: Facebook wont delete Holocaust denial posts,0,CAT,0,0
194,395,Hate,"..if as much of the wall is secured, away from Congress, more can be extracted in negotiations for DACA: limiting chain migration, visa lottery, etc., as well as merit-based immigration principles (RAISEact)",1,CAT,0,0
195,396,Hate,Bangladeshi Nationals Apprehended near Texas Border in Weeks via,1,CAT,0,0
196,397,Hate,Italy tests EUs hailed migrant agreement as Conte refuses to accept rescued migrants,0,CAT,0,0
197,398,Hate,When it gets too hot for life there we should only accept female climate refugees until the regime renounces their patriarchal ways. Otherwise let them roast.,1,CAT,0,0
198,399,Hate,"No your not! You are scroungers/soldiers coming to create a caliphate or create chaos. Go home, look after your girlfriends/wives/kids. All fighting age. The last thing you are, are refugees! Bugger off! Bye, bey, cheers....",1,CAT,0,0
199,400,Hate,"The result of industrial scale has been quite unprecedented.Inflows of people into lower-paid work, has had a negative impact on the wages of the lowest paid, as the Bank of England confirmed in .",0,CAT,0,0
200,401,Hate,Easy solution no benefits after child and wife and no votes for st and nd generation immigrants simple solution. No combined benefits and no guarantees of jobs or homes unless they apply before arrival NO MORE SOFT TOUCHES ps Gulf States and Saudi intake of 'refugees' =,1,CAT,0,0
201,402,Hate,"Steinle, who was murdered by an illegal Mexican immigrant on July , .",1,CAT,0,0
202,403,Hate,"Solar-powered laser stations along that entire southern border, with live cams, so we can watch the barbecue, is a faster build.Then call it",1,CAT,0,0
203,404,Hate,Cultural Diversity: The American Culture is fastly becoming the minority culture. But we are the only ones required to take cultural diversity training? No one should be in America without having to learn American Culture.,1,CAT,0,0
204,405,Hate,Media silence on this too.,0,CAT,0,0
205,406,Hate,"You mean, some of the asylum seekers are criminals?! WhaaaaasAAAAAAAAA?!",1,CAT,0,0
206,407,Hate,"at EU Core54,000 relatives of migrants came to last year for reunification. Little Sisters wanted new limits at /month bt embassies already report new requests. No end to delusions of Merkel, CSU.",0,CAT,0,0
207,408,Hate,"Report: Immigrant Deportation, Separation Can Have Lifelong Impacts",0,CAT,0,0
208,409,Hate,"Refugees, spying, attacking media, putting immigrant kids in cages, War, nice w/ murderous dictators, neglecting the black community &amp; mass deportations. All things Trump is accused of, but what Obama actually did. Guess which has a holiday &amp; a Nobel Peace Prize",0,CAT,0,0
209,410,Hate,migration policy has killed over refugees at sea so far this year,0,CAT,0,0
210,411,Hate,"To ignore the role of the immigration invasion and White Genocide in the housing disaster isn't just irresponsible, its criminal.",1,CAT,0,0
211,412,Hate,Poland: our country is safe because we haven't taken in refugees. -,1,CAT,0,0
212,413,Hate,You are right on! He prefers illegal migrants law breakers to American citizens! I would NEVER vote for him again!,1,CAT,0,0
213,414,Hate,"The same Max Mosley who published a by-election leaflet saying: ""Coloured immigration threatens your children's health,""",1,CAT,0,0
214,415,Hate,"Sheer racism and bigotry: Israeli lawmaker Oren Hazan on Black African refugee: ""they're getting married, they have kids. We'll stop this... They don't even have a culture... You need to destroy the problem when it's still small.""",1,CAT,0,0
215,416,Hate,Hoping they will reconsider many things - esp. re.,0,CAT,0,0
216,417,Hate,Anyone in Michigan able to drive an immigrant family from Detroit to Chicago on Wednesday? This group has driven moms across the country to be reunited w/ their kids. Now they have a family who needs help picking up documents in Chicago. DM me for details.,0,CAT,0,0
217,418,Hate,Two things to learn from this article. ) the people pushing wheelchairs in airports basically work for tips. Dont neglect to show your appreciation. ) the Huntleigh USA corporation sucks.,0,CAT,0,0
218,419,Hate,"As we continue to serve immigrants and refugees in Memphis, the Mid-South, and across the country, its more...",0,CAT,0,0
219,420,Hate,"By pursuing such a reckless and irresponsible course of action, the US is not just creating a situation of hardship and cruelty for the Palestinian refugees,",0,CAT,0,0
220,421,Hate,"Moscow is pressuring West into fixing the country (Syria) broken by Russia, Iran,and their client Assad regime.It is a form of blackmail: either lavish reconstruction funding on the regime or refugees wont go home &amp; there may be more of them arriving",0,CAT,0,0
221,422,Hate,migration policy in focus,0,CAT,0,0
222,423,Hate,"Missed this from and last week, but it will probably stay relevant for quite a while: has made a killing convincing towns to pass anti-immigrant ordinances and then (mostly unsuccessfully) defending them",0,CAT,0,0
223,424,Hate,"by Mara McClain is a young Irish immigrant looking to begin anew in Victorian-era San Francisco, after the California Gold Rush",0,CAT,0,0
224,425,Hate,"Fleeing for their lives, migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS via",1,CAT,0,0
225,426,Hate,There is change in the air. Mainstrem media is even calling violent Iraqi by his immigration status ... REFUGEE!,0,CAT,0,0
226,427,Hate,"Why daily refugees come from Eritrea ? First they want a better life, second the military service there needs long. They are % accepted in the EU, which is wrong, because the only can come if they pay for illigal coorruption help.",1,CAT,0,0
